,words
2820,EMS
2821,ECN
2822,ECB
2823,ETN
2824,ETF
2825,ETC
2826,ETP
2827,EBIT
2828,EBITDA
2829,EBS
2830,EB債
2831,EPS
2832,EPA
2833,EPC
2834,EV
2835,EVA
2836,HRテック
2837,HPO
2838,APEC
2839,S&P/JPX 配当貴族指数
2840,S&P
2841,S&P/JPXカーボン・エフィシェント指数
2842,S&P/JPX 日本国債VIX指数
2843,SRI
2844,SRIファンド
2845,SEC
2846,SNS
2847,SMA
2848,SOR注文
2849,SCレポ取引
2850,SGX
2851,ESTR（ユーロ短期金利）
2852,SDR
2853,SDGs
2854,S&P500
2855,SFAS160
2856,XBRL
2857,NRSRO
2858,NFT
2859,NOI
2860,NOI利回り
2861,NCF（Net Cash Flow）
2862,NZAM
2863,NZBA
2864,NDF
2865,NPV
2866,NVDR
2867,FRA
2868,FRB
2869,FRB議長の議会証言
2870,FHA
2871,FFR
2872,FFO（Funds From Operation）
2873,FOMC
2874,FTSE100
2875,M＆A
2876,M&Aレシオ
2877,MRF
2878,MR（医薬情報担当者）
2879,MR（複合現実）
2880,MEBO
2881,MSCI 日本株人材設備投資指数
2882,MMF
2883,MLP
2884,M3
2885,MBO
2886,MPO
2887,MPC
2888,LME
2889,LMCI
2890,LSAPs
2891,LTRO
2892,LTV（Loan to Value）
2893,LBO
2894,L.P.
2895,AI
2896,AIファンド
2897,AR
2898,ADR
2899,ADS
2900,ADP全米雇用報告
2901,ABS
2902,API
2903,OPEC
2904,OIS
2905,OECD
2906,OMS
2907,OTC
2908,OTCQX
2909,OTCQB
2910,OTC ブリティンボード (OTCBB)
2911,OVX指数
2912,GAFA
2913,CAP
2914,QE３
2915,CUSIPコード
2916,QFII
2917,Q-BOARD
2918,GICS
2919,GAAP
2920,QUICK IPOインデックス
2921,QUICK月次調査
2922,QUICKコンセンサス
2923,QUICK短観
2924,QUICK FUND RISK（QFR）
2925,CASE
2926,CAPE
2927,COP
2928,COMEX
2929,KORIBOR（韓国銀行間取引金利）
2930,5月に売り逃げろ
2931,SIBOR（シンガポール銀行間取引金利）
2932,SARON（スイス翌日物平均金利）
2933,SUNRISE
2934,SHIBOR（上海銀行間取引金利）
2935,CI
2936,CIO
2937,CRS
2938,CEO
2939,CSR
2940,CSA
2941,CFPS
2942,CMEグループ
2943,CMO
2944,CMBS
2945,CLO
2946,CORRA(カナダ銀行間オーバーナイト・レポ金利 ）
2947,COO
2948,CCRC
2949,CTA（Commodity Trading Advisor）
2950,CTA（Call To Action）
2951,CD
2952,CDS
2953,CDO
2954,CDOR(カナダ銀行間取引金利）
2955,CB
2956,CBO
2957,CBDC
2958,CPI基準
2959,J-Stock Index
2960,JDR
2961,J-REIT
2962,J-IRISS
2963,JPX/S&P 設備・人材投資指数
2964,JPX日経インデックス400
2965,JPX日経中小型株指数
2966,JIBOR（ジャカルタ銀行間取引金利）
2967,JASDAQ INDEX
2968,JOGMEC
2969,GRI
2970,G8
2971,GSIA
2972,GSE
2973,GNI
2974,GNP
2975,GFANZ
2976,GCレポ取引
2977,GDI
2978,GDR
2979,GDE
2980,GDP
2981,GDPR
2982,G20
2983,GPIF
2984,SWIFT
2985,SPAN
2986,3CE
2987,SEDOLコード
2988,ZEW景況感指数
2989,ZEV規制
2990,SONIA（ポンド翌日物平均金利）
2991,SOFR（担保付翌日物調達金利）
2992,TIBOR（東京銀行間取引金利）
2993,Target
2994,Target
2995,DAX指数
2996,WMA
2997,WTI
2998,Tier2（補完的項目）
2999,TFP
3000,TAG
3001,TCFD
3002,TTS
3003,TTB
3004,TBA取引
3005,TPP
3006,TPP11
3007,T+2
3008,TLAC債
3009,DR
3010,DI
3011,DEレシオ
3012,DSA
3013,DSCR（Debt Service Coverage Ratio）
3014,DX
3015,DMI
3016,DMA
3017,DMA
3018,D to C
3019,DPS
3020,DPU
3021,DVP
3022,TOKYO PRO-BOND MARKET
3023,TOKYO PRO Market
3024,TOPIX 1000
3025,TOPIX 100
3026,TOPIX 500
3027,TOPIX Core30
3028,TOPIX高配当40指数
3029,TOPIX Small500
3030,TOPIX Small
3031,TOPIXニューインデックスシリーズ
3032,TOPIX Mid400
3033,TOPIX Large70
3034,TOPIXリスクコントロール指数
3035,Treasury Bills
3036,TORF（東京ターム物リスク・フリー・レート）
3037,NYSE FANG+指数
3038,NYSEユーロネクスト
3039,NASDAQ
3040,NAFTA
3041,NAV
3042,NYオプションカット
3043,NY連銀製造業景況指数
3044,HIBOR（香港銀行間取引金利）
3045,BIBOR（バンコク銀行間取引金利）
3046,VISTA
3047,BIGPIS
3048,BIレート
3049,BSI
3050,BOPビジネス
3051,B to C
3052,B to B
3053,BB
3054,BBSW（オーストラリア銀行間取引金利）
3055,BPS
3056,P2Pレンディング
3057,PTS
3058,pips
3059,PIRR
3060,PRI
3061,PRB
3062,PER
3063,PSI
3064,PSI
3065,PSR
3066,PSJ予測統計値
3067,PFI（Private Finance Initiative）
3068,PMI
3069,PML（Probable　Maximum　Loss）
3070,PCFR
3071,PBR
3072,PPI
3073,PPP（Public Private Partnership）
3074,PVP決済
3075,FAAA
3076,FATCA
3077,FANG
3078,FANG+
3079,FINRA
3080,Fed
3081,Fedウオッチ
3082,2日新甫は荒れる
3083,FLOOR
3084,VR
3085,VXN指数
3086,VaR
3087,Vストックス指数
3088,put-through
3089,PEGレシオ
3090,MICE
3091,MIBOR（ムンバイ銀行間取引金利）
3092,MACD
3093,MANT
3094,MaaS
3095,MiFID
3096,MiFID ２
3097,MOVE指数
3098,EURIBOR（欧州銀行間取引金利）
3099,EURO STOXX 50
3100,LIBOR（ロンドン銀行間取引金利）
3101,Reg S
3102,RegTech
3103,CRB Index
3104,WACC
3105,MMT
3106,VICEファンド
3107,証券用語解説集
